02 2016																																																																																																																																																										
Company	Planner	Available User Field 3	Division	Ship To	Item	Description	UPC Code	Class 1	Class 2	Class 3	Class 4	SOP Flag	ABC Code 1	ABC Code 3	Forecast Flag	Future Cost	Future Price	Unsigned Error	Original History  1	Original History  2	Original History  3	Original History  4	Original History  5	Original History  6	Original History  7	Original History  8	Original History  9	Original History 10	Original History 11	Original History 12	Original History 13	Original History 14	Original History 15	Original History 16	Original History 17	Original History 18	Original History 19	Original History 20	Original History 21	Original History 22	Original History 23	Original History 24	Original History 25	Original History 26	Original History 27	Original History 28	Original History 29	Original History 30	Original History 31	Original History 32	Original History 33	Original History 34	Original History 35	Original History 36	Adjusted History  1	Adjusted History  2	Adjusted History  3	Adjusted History  4	Adjusted History  5	Adjusted History  6	Adjusted History  7	Adjusted History  8	Adjusted History  9	Adjusted History 10	Adjusted History 11	Adjusted History 12	Adjusted History 13	Adjusted History 14	Adjusted History 15	Adjusted History 16	Adjusted History 17	Adjusted History 18	Adjusted History 19	Adjusted History 20	Adjusted History 21	Adjusted History 22	Adjusted History 23	Adjusted History 24	Adjusted History 25	Adjusted History 26	Adjusted History 27	Adjusted History 28	Adjusted History 29	Adjusted History 30	Adjusted History 31	Adjusted History 32	Adjusted History 33	Adjusted History 34	Adjusted History 35	Adjusted History 36	Adjusted Forecast  1	Adjusted Forecast  2	Adjusted Forecast  3	Adjusted Forecast  4	Adjusted Forecast  5	Adjusted Forecast  6	Adjusted Forecast  7	Adjusted Forecast  8	Adjusted Forecast  9	Adjusted Forecast 10	Adjusted Forecast 11	Adjusted Forecast 12	System Forecast  1	System Forecast  2	System Forecast  3	System Forecast  4	System Forecast  5	System Forecast  6	System Forecast  7	System Forecast  8	System Forecast  9	System Forecast 10	System Forecast 11	System Forecast 12	Birth Date	Discontinue Date	Independent Demand 1	Independent Demand 2	Independent Demand 3	Independent Demand 4	Independent Demand 5	Independent Demand 6	Independent Demand 7	Independent Demand 8	Independent Demand 9	Independent Demand 10	Independent Demand 11	Independent Demand 12	Historical Cost  1	Historical Price1	Historical Price2	Historical Price3	Historical Price4	Historical Price5	Historical Price6	Historical Price7	Historical Price8	Historical Price9	Historical Price10	Historical Price11	Historical Price12	Historical Price13	Historical Price14	Historical Price15	Historical Price16	Historical Price17	Historical Price18	Historical Price19	Historical Price20	Historical Price21	Historical Price22	Historical Price23	Historical Price24	Interpolation Counter
	STORY	510	SYML	151623	10900400	PFZ WNTBR 10.5 IN DINNER	025398127313	10	40040PFALTZGRAFF	DINNERWARE00101110	00805040040	N	C	E	N	1.76      	4.00000000	0.0	0	0	0	480	576	0	0	0	0	0	0	0	0	0	240	0	600	0	0	0	0	0	0	0	0	0	96	144	240	0	0	0	0	0	0	0	0	0	0	480	576	0	0	0	0	0	0	0	0	0	240	0	600	0	0	0	0	0	0	0	0	0	96	144	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20130402		0	0	0	0	0	0	0	0	0	0	0	0	1.76000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	.000000000	.000000000	.000000000	.000000000	.000000000	.000000000	4.00000000	4.00000000	4.00000000	4.00000000	.000000000	4.00000000	.000000000	.000000000	.000000000	.000000000	.000000000	4.00000000	4.00000000	13
	SKOKOS	510	SYML	157554	10900400	PFZ WNTBR 10.5 IN DINNER	025398127313	10	40040PFALTZGRAFF	DINNERWARE00101110	00788040040	Y	C		Y	1.76      	4.00000000	73.8	150	58	96	32	0	0	0	0	0	0	0	0	116	420	117	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	58	96	32	0	0	0	0	0	0	0	0	116	420	117	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	25	25	25	6	6	6	0	0	29	74	45	116	20141030		0	0	0	0	0	0	0	0	0	0	0	0	1.76000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	13
	OPFELL	510	SYML	9999999	10900400	PFZ WNTBR 10.5 IN DINNER	025398127313	10	40040PFALTZGRAFF	DINNERWARE00101110		N			N	1.76      	3.97      	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160219		0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
		510	SYML	============	10900400	PFZ WNTBR 10.5 IN DINNER	025398127313	10	40040PFALTZGRAFF	DINNERWARE00101110	00788040040	Y	C		N	1.76000000	4.00000000	.0	150	58	96	3484	748	1672	0	0	0	0	0	0	116	420	357	3364	2428	0	0	0	0	0	0	0	0	0	3972	144	316	2060	0	0	0	0	0	0	150	58	96	3484	748	1672	0	0	0	0	0	0	116	420	357	3364	2428	0	0	0	0	0	0	0	0	0	3972	144	316	2060	0	0	0	0	0	0	150	0	0	0	0	0	0	0	0	0	0	0	25	25	25	6	6	6	0	0	29	74	45	116	20141030		0	0	0	0	0	0	0	0	0	0	0	0	1.76000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.00000000	4.00000000	4.00000000	4.00000000	4.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	HABERKOR	501	1000	155438	10900590	PFZ WNTBR LUNCHEON PLATE	025398153121	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	B	E	Y	1.57      	7.99      	15.7	587	1492	282	138	8	8	44	12	26	32	8	56	578	1150	311	283	0	0	0	0	0	0	0	4	427	1682	532	146	42	83	0	0	0	0	4	43	587	1492	282	138	8	8	44	12	26	32	8	56	578	1150	311	283	0	0	0	0	0	0	0	4	427	1682	532	146	42	83	0	0	0	0	4	43	0	0	0	0	0	44	24	24	175	360	1700	600	35	4	11	13	6	22	28	15	175	352	1351	497	20090506		4	0	0	0	0	0	0	0	0	0	0	0	1.57000000	.400000000	1.05000000	1.04000000	1.85000000	7.99000000	7.99000000	1.32000000	7.99000000	.590000000	7.99000000	7.99000000	.610000000	.340000000	.300000000	.090000000	.240000000	.000000000	.000000000	.000000000	.000000000	.000000000	.000000000	.000000000	4.79000000	13
	HABERKOR	501	1000	157541	10900590	PFZ WNTBR LUNCHEON PLATE	025398153121	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	D		N	1.57      	4.5       	0.0	12	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	24	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151103		2	0	0	0	0	0	0	0	0	0	0	0	1.57000000	4.50000000	4.50000000	4.50000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3
		501	1000	============	10900590	PFZ WNTBR LUNCHEON PLATE	025398153121	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	D		N	1.57000000	4.50000000	.0	599	1516	286	138	8	8	44	12	26	32	8	56	578	1150	311	283	0	0	0	0	0	0	0	4	427	1682	532	146	42	83	0	0	0	0	4	43	599	1516	286	138	8	8	44	12	26	32	8	56	578	1150	311	283	0	0	0	0	0	0	0	4	427	1682	532	146	42	83	0	0	0	0	4	43	0	0	0	0	0	44	24	24	175	360	1700	600	35	4	11	13	6	22	28	15	175	352	1351	497	20151103		6	0	0	0	0	0	0	0	0	0	0	0	1.57000000	0.48213689	1.10461741	1.08839160	1.85000000	7.99000000	7.99000000	1.32000000	7.99000000	0.59000000	7.99000000	7.99000000	0.61000000	0.34000000	0.30000000	0.09000000	0.24000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	4.79000000	
	DIXON	550	1000	140950	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	00000040040	Y	D		N	1.12      	6.00000000	0.0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151203		0	0	0	0	0	0	0	0	0	0	0	0	1.12000000	6.00000000	6.00000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2
	HABERKOR	550	1000	155438	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	00000040040	Y	B	E	Y	1.12      	7.99      	51.7	390	313	226	59	68	30	0	0	0	0	2	44	95	1801	409	208	0	0	2	4	15	0	8	31	139	588	285	75	51	3	18	9	14	20	43	41	390	313	226	59	68	30	0	0	0	0	2	44	95	1801	409	208	0	0	2	4	15	0	8	31	139	588	285	75	51	3	18	9	14	20	43	41	36	8	2	2	1	2	24	48	84	240	432	360	12	5	2	2	1	2	5	19	55	154	452	104	20090506		35	0	0	0	0	0	0	0	0	0	0	0	1.12000000	3.99000000	5.49000000	5.99000000	5.99000000	5.99000000	5.47000000	.000000000	.000000000	.000000000	.000000000	6.50000000	7.99000000	.640000000	.410000000	.760000000	2.06000000	.000000000	.000000000	5.39000000	.000000000	1.12000000	.000000000	7.99000000	3.67000000	13
	WANG	550	1000	155557	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	00235040040	Y	D		N	1.12      	3.00000000	0.0	11	62	11	2	2	1	0	0	0	0	0	0	5	60	9	0	0	0	0	0	0	0	0	5	2	10	19	2	11	15	14	7	24	3	24	16	11	62	11	2	2	1	0	0	0	0	0	0	5	60	9	0	0	0	0	0	0	0	0	5	2	10	19	2	11	15	14	7	24	3	24	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20091211		0	0	0	0	0	0	0	0	0	0	0	0	1.12000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	13
	DIXON	550	1000	155619	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	00000040040	Y	D		N	1.12      	6.00000000	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151020		0	0	0	0	0	0	0	0	0	0	0	0	1.12000000	6.00000000	6.00000000	6.00000000	6.00000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4
	HABERKOR	550	1000	157541	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	00000040040	Y	D		N	1.12      	3.00000000	0.0	17	9	6	5	0	6	0	0	0	2	21	9	24	24	26	4	0	0	0	0	0	0	0	5	16	0	8	4	1	3	4	0	1	0	2	7	17	9	6	5	0	6	0	0	0	2	21	9	24	24	26	4	0	0	0	0	0	0	0	5	16	0	8	4	1	3	4	0	1	0	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20100318		0	0	0	0	0	0	0	0	0	0	0	0	1.12000000	3.00000000	3.00000000	3.00000000	3.00000000	.000000000	3.00000000	.000000000	.000000000	.000000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	.000000000	.000000000	.000000000	.000000000	.000000000	.000000000	.000000000	3.00000000	13
	HABERKOR	550	1000	159600	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	00000040040	Y			N	1.12      	3.99      	0.0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160119		0	0	0	0	0	0	0	0	0	0	0	0	1.12000000	3.99000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
	OPFELL	550	1000	9999999	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	00000040040	N	D		N	1.12      	5.45      	0.0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	4	19	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20150918		0	0	0	0	0	0	0	0	0	0	0	0	1.12000000	5.45      	5.45      	5.67000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	3.00000000	0.25000000	0.25000000	.520000000	0.84000000	0.84000000	0.84000000	0.84000000	0.84000000	0.84000000	0.84000000	1.05000000	2.39000000	2.39000000	1.96000000	13
		550	1000	============	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	00000040040	Y	D		N	1.12000000	7.99000000	.0	427	398	244	67	70	37	0	0	0	2	23	53	126	1889	463	212	0	0	2	4	16	0	8	41	157	598	312	81	63	21	36	17	39	23	69	64	427	398	244	67	70	37	0	0	0	2	23	53	126	1889	463	212	0	0	2	4	16	0	8	41	157	598	312	81	63	21	36	17	39	23	69	64	36	8	2	2	1	2	24	48	84	240	432	360	12	5	2	2	1	2	5	19	55	154	452	104	20150918		35	0	0	0	0	0	0	0	0	0	0	0	1.12000000	3.92508196	5.06374371	5.78036885	5.67776119	5.90457142	5.00270270	0.00000000	0.00000000	0.00000000	3.00000000	3.30434782	7.14264150	1.18126984	0.52608258	0.93261339	2.07773584	0.00000000	0.00000000	5.39000000	0.00000000	1.11562500	0.00000000	7.99000000	3.50658536	
	KANTER	901	FOBR	103239	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	01258040040	N	C		N	0.95      	1.6       	0.0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	4400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2400	0	0	0	0	0	0	0	0	0	4400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20140605		0	0	0	0	0	0	0	0	0	0	0	0	.950000000	1.6       	1.6       	1.6       	1.6       	1.6       	1.6       	1.6       	1.60000000	.000000000	.000000000	.000000000	1.60000000	1.60000000	1.60000000	1.60000000	1.60000000	1.60000000	1.60000000	.000000000	.000000000	0.000	0.000	0.000	0.000	13
	KANTER	901	FOBR	114202	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	05355040040	N	B		N	0.95      	1.6       	0.0	0	0	0	0	0	3000	2296	0	0	0	0	0	0	0	0	0	5400	0	0	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	0	0	0	3000	2296	0	0	0	0	0	0	0	0	0	5400	0	0	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20110406		0	0	0	0	0	0	0	0	0	0	0	0	.950000000	1.6       	1.6       	1.6       	1.6       	1.6       	1.40000000	1.40000000	.000000000	.000000000	.000000000	.000000000	1.60000000	1.60000000	1.60000000	1.60000000	1.60000000	1.30000000	.000000000	.000000000	.000000000	.000000000	.000000000	.000000000	1.60000000	13
		901	FOBR	============	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110	05355040040	Y	B		N	0.97000000	1.60000000	.0	0	0	0	0	0	3000	2296	2400	0	0	0	0	0	0	0	0	5400	4400	0	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	0	0	0	3000	2296	2400	0	0	0	0	0	0	0	0	5400	4400	0	0	0	0	0	0	0	0	0	0	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20110406		0	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.40000000	1.40000000	1.60000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	1.30000000	1.60000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	OPFELL	510	SYML	9999999	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110		N			N	1.09      	0.00000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160219		0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0
			SYML	============	10900900	PFZ WNTBR 6IN SOUP CEREAL	025398127320	10	40040PFALTZGRAFF	DINNERWARE00101110		Y			N	0.00000000	0.00000000	.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160219		0	0	0	0	0	0	0	0	0	0	0	0	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	
	DIXON	501	1000	140950	10901190	PFZ WNTBR VEG SERVE BOWL	025398197347	10	25100PFALTZGRAFF - D	SERVEWARE00101110	00000025100	Y	D		N	4.8       	17.5      	0.0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151030		0	0	0	0	0	0	0	0	0	0	0	0	4.80000000	17.5      	17.5000000	17.5000000	17.5000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4
	HABERKOR	501	1000	155438	10901190	PFZ WNTBR VEG SERVE BOWL	025398197347	10	25100PFALTZGRAFF - D	SERVEWARE00101110	00000025100	Y	B	E	Y	4.8       	19.99     	72.8	0	48	100	44	6	6	9	6	7	5	10	49	376	537	159	32	11	11	21	112	0	0	0	0	1	250	423	86	15	11	8	3	2	17	18	12	0	48	100	44	6	6	9	6	7	5	10	49	376	537	159	32	11	11	21	112	0	0	0	0	1	250	423	86	15	11	8	3	2	17	18	12	0	0	0	0	0	0	0	0	400	600	600	0	4	2	1	1	13	4	2	2	9	51	62	28	20090506		0	0	0	0	0	0	0	0	0	0	0	0	4.80000000	19.99     	19.9900000	5.70000000	14.3100000	5.83000000	28.3300000	21.1000000	16.3300000	22.9900000	5.60000000	4.90000000	6.26000000	11.2900000	12.3500000	19.7300000	17.0100000	20.5800000	13.8900000	22.0700000	14.8900000	.000000000	.000000000	.000000000	.000000000	13
	WANG	501	1000	155557	10901190	PFZ WNTBR VEG SERVE BOWL	025398197347	10	25100PFALTZGRAFF - D	SERVEWARE00101110	00235025100	Y	C		Y	4.8       	18.25     	41.2	1	29	52	2	0	5	7	2	6	2	9	3	19	114	18	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	52	2	0	5	7	2	6	2	9	3	19	114	18	7	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	20	4	8	3	9	7	0	3	41	23	1	7	20	4	8	3	9	7	0	3	41	23	1	20140812		0	0	0	0	0	0	0	0	0	0	0	0	4.80000000	18.2500000	18.2500000	18.2500000	18.2500000	18.25     	18.2500000	18.2500000	18.2500000	18.2500000	12.5000000	12.5000000	12.5000000	12.5000000	12.5000000	12.5000000	12.5000000	12.5000000	12.5000000	0.000	0.000	0.000	0.000	0.000	0.000	13
	HABERKOR	501	1000	159600	10901190	PFZ WNTBR VEG SERVE BOWL	025398197347	10	25100PFALTZGRAFF - D	SERVEWARE00101110	00000025100	Y	D		N	4.8       	19.99     	0.0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151013		0	0	0	0	0	0	0	0	0	0	0	0	4.80000000	19.99     	19.99     	19.99     	19.9900000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4
		501	1000	============	10901190	PFZ WNTBR VEG SERVE BOWL	025398197347	10	25100PFALTZGRAFF - D	SERVEWARE00101110	00000025100	Y	D		N	4.80000000	18.2500000	.0	1	78	155	48	6	11	16	8	13	7	19	52	395	651	177	39	14	13	21	112	0	0	0	0	1	250	423	86	15	11	8	3	2	17	18	12	1	78	155	48	6	11	16	8	13	7	19	52	395	651	177	39	14	13	21	112	0	0	0	0	1	250	423	86	15	11	8	3	2	17	18	12	7	20	4	8	3	9	7	0	403	641	623	1	11	22	5	9	16	13	9	2	12	92	85	29	20151013		0	0	0	0	0	0	0	0	0	0	0	0	4.80000000	18.2500000	19.3111538	10.1387096	14.6589583	5.83000000	23.7481818	19.8531250	16.8100000	20.8023076	7.57142857	8.50000000	6.62000000	11.3482025	12.3762672	18.9947457	16.2005128	18.8485714	13.6761538	22.0700000	14.8900000	0.00000000	0.00000000	0.00000000	0.00000000	
	KELLNER	501	1000	113887	10901290	PFZ WNTBR RIM SOUP BOWL	025398153152	10	25100PFALTZGRAFF - D	DINNERWARE00101110	05229025100	N			N	1.85      	6.99      	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20160114		0	0	0	0	0	0	0	0	0	0	0	0	.000000000	.000000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1
	HABERKOR	501	1000	155438	10901290	PFZ WNTBR RIM SOUP BOWL	025398153152	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	B	E	Y	1.85      	9.99      	13.1	340	875	239	84	20	0	16	0	9	18	17	40	507	836	176	128	0	0	0	0	0	9	0	0	619	1016	303	103	40	0	24	19	0	12	12	36	340	875	239	84	20	0	16	0	9	18	17	40	507	836	176	128	0	0	0	0	0	9	0	0	619	1016	303	103	40	0	24	19	0	12	12	36	42	18	20	9	12	15	12	24	96	260	900	360	40	15	20	3	7	15	0	17	87	213	807	434	20090506		21	0	0	0	0	0	0	0	0	0	0	0	1.85000000	1.39000000	.960000000	1.02000000	3.52000000	2.20000000	9.99      	9.99000000	9.99      	6.11000000	.850000000	.530000000	2.01000000	.350000000	1.04000000	2.16000000	.800000000	.000000000	.000000000	.000000000	.000000000	.000000000	9.82000000	.000000000	.000000000	13
	HABERKOR	501	1000	157541	10901290	PFZ WNTBR RIM SOUP BOWL	025398153152	10	25100PFALTZGRAFF - D	DINNERWARE00101110	00000025100	Y	D		N	1.85      	5.5       	0.0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20151215		0	0	0	0	0	0	0	0	0	0	0	0	1.85000000	5.50000000	5.50000000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2
