KAPPL	KSCHL	VKORG	ZZ_MVGR5	DATBI	KNUMA	DATAB	KNUMH
V	ZRP1	SYUS	LOM	2016/12/31	1271	2016/01/01	0004181187
V	ZRP1	SYUS	LOR	2014/12/31	10037-US	2014/01/01	0003141739
V	ZRP1	SYUS	LRQ	2015/12/31	841	2015/04/01	0003927706
V	ZRP1	SYUS	LRQ	2015/12/31	847	2015/04/01	0003927753
V	ZRP1	SYUS	LRQ	2016/12/31	1281	2016/01/01	0004181480
V	ZRP1	SYUS	LRQ	2016/12/31	1286	2016/01/01	0004181501
V	ZRP1	SYUS	LRW	2015/12/31	841	2015/04/01	0003927707
V	ZRP1	SYUS	LRW	2015/12/31	847	2015/04/01	0003927754
V	ZRP1	SYUS	LRW	2016/12/31	1281	2016/01/01	0004181481
V	ZRP1	SYUS	LRW	2016/12/31	1286	2016/01/01	0004181502
V	ZRP1	SYUS	LSC	2014/12/31	10008-US	2014/01/01	0003141602
V	ZRP1	SYUS	LSC	2015/12/31	812	2015/04/01	0003927396
V	ZRP1	SYUS	LSC	2015/12/31	831	2015/04/01	0003927628
V	ZRP1	SYUS	LSC	2016/12/31	1252	2016/01/01	0004180559
V	ZRP1	SYUS	LSC	2016/12/31	1271	2016/01/01	0004181188
V	ZRP1	SYUS	LYP	2014/12/31	10022-US	2014/01/01	0003141655
V	ZRP1	SYUS	LYP	2015/12/31	827	2015/04/01	0003927566
V	ZRP1	SYUS	LYP	2016/12/31	1267	2016/01/01	0004181126
V	ZRP1	SYUS	MAB	2014/12/31	10080-US	2014/01/01	0003784402
V	ZRP1	SYUS	MAB	2014/12/31	10137-US	2014/01/01	0003141995
V	ZRP1	SYUS	MAB	2015/12/31	876	2015/04/01	0003927934
V	ZRP1	SYUS	MAB	2016/12/31	1313	2016/01/01	0004182002
V	ZRP1	SYUS	MAG	2014/12/31	10039-US	2014/01/01	0003141743
V	ZRP1	SYUS	MAG	2015/12/31	843	2015/04/01	0003927710
V	ZRP1	SYUS	MAG	2015/12/31	847	2015/04/01	0003927755
V	ZRP1	SYUS	MAG	2016/02/28	1282	2016/01/01	0004181482
V	ZRP1	SYUS	MAG	2016/08/31	1570	2016/03/01	0004277726
V	ZRP1	SYUS	MAG	2016/12/31	1286	2016/01/01	0004181503
V	ZRP1	SYUS	MD1	2015/12/31	1188	2015/04/01	0003966540
V	ZRP1	SYUS	MD1	2016/12/31	1515	2016/01/01	0004183936
V	ZRP1	SYUS	MD3	2015/12/31	1188	2015/04/01	0004151653
V	ZRP1	SYUS	MD3	2016/12/31	1515	2016/01/01	0004183939
V	ZRP1	SYUS	MDC	2014/12/31	10143-US	2014/01/01	0003142014
V	ZRP1	SYUS	MDC	2015/12/31	837	2015/04/01	0003927666
V	ZRP1	SYUS	MDC	2016/12/31	1277	2016/01/01	0004181306
V	ZRP1	SYUS	MDG	2015/12/31	1188	2015/04/01	0003944505
V	ZRP1	SYUS	MDG	2016/12/31	1515	2016/01/01	0004183937
V	ZRP1	SYUS	MDR	2014/12/31	10143-US	2014/01/01	0003142012
V	ZRP1	SYUS	MDR	2015/12/31	837	2015/04/01	0003927667
V	ZRP1	SYUS	MDR	2016/12/31	1277	2016/01/01	0004181307
V	ZRP1	SYUS	MED	2014/12/31	10133-US	2014/01/01	0003141991
V	ZRP1	SYUS	MED	2015/12/31	845	2015/04/01	0003927713
V	ZRP1	SYUS	MED	2015/12/31	847	2015/04/01	0003927756
V	ZRP1	SYUS	MED	2015/12/31	1016	2015/04/01	0003929665
V	ZRP1	SYUS	MED	2016/12/31	1284	2016/01/01	0004181485
V	ZRP1	SYUS	MED	2016/12/31	1286	2016/01/01	0004181504
V	ZRP1	SYUS	MEU	2014/12/31	10133-US	2014/01/01	0003141990
V	ZRP1	SYUS	MEU	2015/12/31	845	2015/04/01	0003927714
V	ZRP1	SYUS	MEU	2015/12/31	847	2015/04/01	0003927757
V	ZRP1	SYUS	MEU	2015/12/31	1016	2015/04/01	0003929666
V	ZRP1	SYUS	MEU	2016/12/31	1284	2016/01/01	0004181486
V	ZRP1	SYUS	MEU	2016/12/31	1286	2016/01/01	0004181505
V	ZRP1	SYUS	MFM	2015/12/31	824	2015/04/01	0003927534
V	ZRP1	SYUS	MFM	2016/12/31	1264	2016/01/01	0004180945
V	ZRP1	SYUS	MFM	2016/12/31	10160-CF	2015/01/09	0003822077
V	ZRP1	SYUS	MFM	2016/12/31	10160-US	2015/01/09	0003822076
V	ZRP1	SYUS	MFR	2015/12/31	824	2015/04/01	0003927535
V	ZRP1	SYUS	MFR	2016/12/31	1264	2016/01/01	0004180946
V	ZRP1	SYUS	MFR	2016/12/31	10160-CF	2015/01/09	0003822078
V	ZRP1	SYUS	MFR	2016/12/31	10160-US	2015/01/09	0003822075
V	ZRP1	SYUS	MGF	2015/12/31	829	2015/04/01	0004003386
V	ZRP1	SYUS	MGF	2016/12/31	1269	2016/01/01	0004181129
V	ZRP1	SYUS	MGK	2015/12/31	829	2015/04/01	0004003387
V	ZRP1	SYUS	MGK	2016/12/31	1269	2016/01/01	0004181130
V	ZRP1	SYUS	MHG	2014/12/31	10132-US	2014/01/01	0003141988
V	ZRP1	SYUS	MHG	2015/12/31	844	2015/04/01	0003927711
V	ZRP1	SYUS	MHG	2015/12/31	847	2015/04/01	0003927758
V	ZRP1	SYUS	MHG	2015/12/31	1013	2015/04/01	0003929655
V	ZRP1	SYUS	MHG	2015/12/31	1185	2015/04/01	0003944444
V	ZRP1	SYUS	MHG	2016/12/31	1283	2016/01/01	0004181483
V	ZRP1	SYUS	MHG	2016/12/31	1286	2016/01/01	0004181506
V	ZRP1	SYUS	MHG	2016/12/31	1512	2016/01/01	0004183901
V	ZRP1	SYUS	MHL	2014/12/31	10132-US	2014/01/01	0003141989
V	ZRP1	SYUS	MHL	2015/12/31	844	2015/04/01	0003927712
V	ZRP1	SYUS	MHL	2015/12/31	847	2015/04/01	0003927759
V	ZRP1	SYUS	MHL	2015/12/31	1013	2015/04/01	0003929656
V	ZRP1	SYUS	MHL	2015/12/31	1185	2015/04/01	0003944445
V	ZRP1	SYUS	MHL	2016/12/31	1283	2016/01/01	0004181484
V	ZRP1	SYUS	MHL	2016/12/31	1286	2016/01/01	0004181507
V	ZRP1	SYUS	MHL	2016/12/31	1512	2016/01/01	0004183902
V	ZRP1	SYUS	MI2	2014/12/31	10040-US	2014/01/01	0003141749
V	ZRP1	SYUS	MI2	2015/12/31	846	2015/04/01	0003927720
V	ZRP1	SYUS	MI2	2016/12/31	1285	2016/01/01	0004181492
V	ZRP1	SYUS	MI5	2014/12/31	10040-US	2014/01/01	0003141746
V	ZRP1	SYUS	MI5	2015/12/31	846	2015/04/01	0003927717
V	ZRP1	SYUS	MI5	2016/12/31	1285	2016/01/01	0004181493
V	ZRP1	SYUS	MIN	2015/12/31	814	2015/04/01	0004016132
V	ZRP1	SYUS	MIN	2015/12/31	822	2015/04/01	0004016134
V	ZRP1	SYUS	MIN	2015/12/31	829	2015/04/01	0004016137
V	ZRP1	SYUS	MIN	2015/12/31	840	2015/04/01	0004016138
V	ZRP1	SYUS	MIN	2015/12/31	1183	2015/04/01	0004016139
V	ZRP1	SYUS	MIN	2015/12/31	1229	2015/04/01	0004016265
V	ZRP1	SYUS	MIN	2016/12/31	1254	2016/01/01	0004180843
V	ZRP1	SYUS	MIN	2016/12/31	1262	2016/01/01	0004180937
V	ZRP1	SYUS	MIN	2016/12/31	1269	2016/01/01	0004181131
V	ZRP1	SYUS	MIN	2016/12/31	1280	2016/01/01	0004181445
V	ZRP1	SYUS	MIN	2016/12/31	1510	2016/01/01	0004183893
V	ZRP1	SYUS	MIN	2016/12/31	1552	2016/01/01	0004184027
V	ZRP1	SYUS	MIO	2014/12/31	10040-US	2014/01/01	0003141748
V	ZRP1	SYUS	MIO	2015/12/31	846	2015/04/01	0003927719
V	ZRP1	SYUS	MIO	2016/12/31	1285	2016/01/01	0004181494
V	ZRP1	SYUS	MM1	2015/12/31	847	2015/04/01	0004041491
V	ZRP1	SYUS	MM1	2016/12/31	1286	2016/01/01	0004181500
V	ZRP1	SYUS	MMD	2015/12/31	1211	2015/04/01	0003948586
V	ZRP1	SYUS	MMD	2016/12/31	1536	2016/01/01	0004184005
V	ZRP1	SYUS	MMD	9999/12/31	1196	2015/04/01	0003944554
V	ZRP1	SYUS	MMO	2015/12/31	1211	2015/04/01	0003948587
V	ZRP1	SYUS	MMO	2016/12/31	1536	2016/01/01	0004184006
V	ZRP1	SYUS	MRC	2014/12/31	10040-US	2014/01/01	0003141751
V	ZRP1	SYUS	MRC	2015/12/31	846	2015/04/01	0003927722
V	ZRP1	SYUS	MRC	2015/12/31	847	2015/04/01	0003927760
V	ZRP1	SYUS	MRC	2016/12/31	1285	2016/01/01	0004181495
V	ZRP1	SYUS	MRC	2016/12/31	1286	2016/01/01	0004181508
V	ZRP1	SYUS	MRR	2014/12/31	10040-US	2014/01/01	0003141750
V	ZRP1	SYUS	MRR	2015/12/31	846	2015/04/01	0003927721
V	ZRP1	SYUS	MRR	2015/12/31	847	2015/04/01	0003927761
V	ZRP1	SYUS	MRR	2016/12/31	1285	2016/01/01	0004181496
V	ZRP1	SYUS	MRR	2016/12/31	1286	2016/01/01	0004181509
V	ZRP1	SYUS	MSD	2014/12/31	10143-US	2014/01/01	0003142013
V	ZRP1	SYUS	MSD	2015/12/31	837	2015/04/01	0003927668
V	ZRP1	SYUS	MSD	2016/12/31	1277	2016/01/01	0004181308
V	ZRP1	SYUS	MSP	2015/12/31	848	2015/04/01	0003927776
V	ZRP1	SYUS	MSP	2016/12/31	1287	2016/01/01	0004181551
V	ZRP1	SYUS	MSR	2014/12/31	10143-US	2014/01/01	0003142011
V	ZRP1	SYUS	MSR	2015/12/31	837	2015/04/01	0003927669
V	ZRP1	SYUS	MSR	2016/12/31	1277	2016/01/01	0004181309
V	ZRP1	SYUS	NA1	2014/12/31	10046-US	2014/01/01	0003141789
V	ZRP1	SYUS	NA1	2015/12/31	849	2015/04/01	0003927788
V	ZRP1	SYUS	NA1	2016/04/29	1288	2016/01/01	0004181552
V	ZRP1	SYUS	NA2	2014/12/31	10046-US	2014/01/01	0003141790
V	ZRP1	SYUS	NA2	2015/12/31	849	2015/04/01	0003927789
V	ZRP1	SYUS	NA2	2016/04/29	1288	2016/01/01	0004181553
V	ZRP1	SYUS	NA3	2014/12/31	10046-US	2014/01/01	0003141791
V	ZRP1	SYUS	NA3	2015/12/31	849	2015/04/01	0003927790
V	ZRP1	SYUS	NA3	2016/04/29	1288	2016/01/01	0004181554
V	ZRP1	SYUS	NA4	2014/12/31	10046-US	2014/01/01	0003141792
V	ZRP1	SYUS	NA4	2015/12/31	849	2015/04/01	0003927791
V	ZRP1	SYUS	NA4	2016/04/29	1288	2016/01/01	0004181555
V	ZRP1	SYUS	NA5	2014/12/31	10046-US	2014/01/01	0003141793
V	ZRP1	SYUS	NA5	2015/12/31	849	2015/04/01	0003927792
V	ZRP1	SYUS	NA5	2016/04/29	1288	2016/01/01	0004181556
V	ZRP1	SYUS	NA6	2014/12/31	10046-US	2014/01/01	0003141794
V	ZRP1	SYUS	NA6	2015/12/31	849	2015/04/01	0003927793
V	ZRP1	SYUS	NA6	2016/04/29	1288	2016/01/01	0004181557
V	ZRP1	SYUS	NAI	2014/12/31	10046-US	2014/01/01	0003141788
V	ZRP1	SYUS	NAI	2015/12/31	849	2015/04/01	0003927787
V	ZRP1	SYUS	NAI	2016/04/29	1288	2016/01/01	0004181558
V	ZRP1	SYUS	NG1	2015/12/31	1230	2015/06/25	0004034499
V	ZRP1	SYUS	NG1	2016/12/31	1553	2016/01/01	0004184028
V	ZRP1	SYUS	NOU	2014/12/31	10113-US	2014/01/01	0003141941
V	ZRP1	SYUS	NOU	2015/12/31	916	2015/04/01	0003928395
V	ZRP1	SYUS	NOU	2015/12/31	1045	2015/04/01	0003929737
V	ZRP1	SYUS	NOU	2016/12/31	1353	2016/01/01	0004182091
V	ZRP1	SYUS	NSG	2014/12/31	10047-US	2014/01/01	0003141795
V	ZRP1	SYUS	NSG	2015/12/31	850	2015/04/01	0003927794
V	ZRP1	SYUS	NSG	2016/12/31	1289	2016/01/01	0004181559
V	ZRP1	SYUS	NSM	2014/12/31	10145-US	2014/01/01	0003142019
V	ZRP1	SYUS	NSM	2015/12/31	851	2015/04/01	0003927796
V	ZRP1	SYUS	NSM	2016/12/31	1290	2016/01/01	0004181560
V	ZRP1	SYUS	NSR	2014/12/31	10145-US	2014/01/01	0003142018
V	ZRP1	SYUS	NSR	2015/12/31	851	2015/04/01	0003927795
V	ZRP1	SYUS	NSR	2016/12/31	1290	2016/01/01	0004181561
V	ZRP1	SYUS	OFT	2014/12/31	10015-US	2014/01/01	0003141624
V	ZRP1	SYUS	OFT	2015/12/31	821	2015/04/01	0003927511
V	ZRP1	SYUS	OFT	2015/12/31	847	2015/04/01	0003927762
V	ZRP1	SYUS	OFT	2016/12/31	1261	2016/01/01	0004180934
V	ZRP1	SYUS	OFT	2016/12/31	1286	2016/01/01	0004181510
V	ZRP1	SYUS	OGL	2014/12/31	10114-US	2014/01/01	0003141948
V	ZRP1	SYUS	OGL	2015/12/31	924	2015/04/01	0003928431
V	ZRP1	SYUS	OGL	2015/12/31	1053	2015/04/01	0003929799
V	ZRP1	SYUS	OGL	2016/12/31	1361	2016/01/01	0004182139
V	ZRP1	SYUS	OIB	2014/12/31	10134-US	2014/01/01	0003141994
V	ZRP1	SYUS	OIB	2015/12/31	852	2015/04/01	0003927797
V	ZRP1	SYUS	OIB	2015/12/31	999	2015/04/01	0003929601
V	ZRP1	SYUS	OIB	2016/12/31	1291	2016/01/01	0004181626
V	ZRP1	SYUS	OLD	2014/12/31	10114-US	2014/01/01	0003141943
V	ZRP1	SYUS	OLD	2015/12/31	924	2015/04/01	0003928426
V	ZRP1	SYUS	OLD	2015/12/31	1053	2015/04/01	0003929800
V	ZRP1	SYUS	OLD	2016/12/31	1361	2016/01/01	0004182138
V	ZRP1	SYUS	OLE	2014/12/31	10114-US	2014/01/01	0003141942
V	ZRP1	SYUS	OLE	2015/12/31	924	2015/04/01	0003928425
V	ZRP1	SYUS	OLE	2015/12/31	1053	2015/04/01	0003929801
V	ZRP1	SYUS	OLE	2016/12/31	1361	2016/01/01	0004182137
V	ZRP1	SYUS	OLG	2014/12/31	10114-US	2014/01/01	0003141947
V	ZRP1	SYUS	OLG	2015/12/31	924	2015/04/01	0003928430
V	ZRP1	SYUS	OLG	2015/12/31	1053	2015/04/01	0003929802
V	ZRP1	SYUS	OLG	2016/12/31	1361	2016/01/01	0004182136
V	ZRP1	SYUS	OLL	2014/12/31	10114-US	2014/01/01	0003141945
V	ZRP1	SYUS	OLL	2015/12/31	924	2015/04/01	0003928428
V	ZRP1	SYUS	OLL	2015/12/31	1053	2015/04/01	0003929803
V	ZRP1	SYUS	OLL	2016/12/31	1361	2016/01/01	0004182135
V	ZRP1	SYUS	OLS	2014/12/31	10114-US	2014/01/01	0003758178
V	ZRP1	SYUS	OLS	2015/12/31	924	2015/04/01	0003928423
V	ZRP1	SYUS	OLS	2015/12/31	1053	2015/04/01	0003929804
V	ZRP1	SYUS	OLS	2016/12/31	1361	2016/01/01	0004182134
V	ZRP1	SYUS	OLV	2014/12/31	10114-US	2014/01/01	0003141946
V	ZRP1	SYUS	OLV	2015/12/31	924	2015/04/01	0003928429
V	ZRP1	SYUS	OLV	2015/12/31	1053	2015/04/01	0003929805
V	ZRP1	SYUS	OLV	2016/12/31	1361	2016/01/01	0004182133
V	ZRP1	SYUS	OLW	2014/12/31	10114-US	2014/01/01	0003141944
V	ZRP1	SYUS	OLW	2015/12/31	924	2015/04/01	0003928427
V	ZRP1	SYUS	OLW	2015/12/31	1053	2015/04/01	0003929806
V	ZRP1	SYUS	OLW	2016/12/31	1361	2016/01/01	0004182132
V	ZRP1	SYUS	ORL	2014/12/31	10115-US	2014/01/01	0003141960
V	ZRP1	SYUS	OWW	2014/12/31	10114-US	2014/01/01	0003758177
V	ZRP1	SYUS	OWW	2015/12/31	924	2015/04/01	0003928424
V	ZRP1	SYUS	OWW	2015/12/31	1053	2015/04/01	0003929807
V	ZRP1	SYUS	OWW	2016/12/31	1361	2016/01/01	0004182131
V	ZRP1	SYUS	PAM	2014/12/31	10049-US	2014/01/01	0003141798
V	ZRP1	SYUS	PAM	2015/12/31	854	2015/04/01	0003927803
V	ZRP1	SYUS	PAM	2016/12/31	1293	2016/01/01	0004181689
V	ZRP1	SYUS	PAR	2014/12/31	10074-US	2014/01/01	0003141862
V	ZRP1	SYUS	PAR	2015/12/31	831	2015/04/01	0003927629
V	ZRP1	SYUS	PAR	2015/12/31	872	2015/04/01	0003927904
V	ZRP1	SYUS	PAR	2016/12/31	1271	2016/01/01	0004181189
V	ZRP1	SYUS	PAR	2016/12/31	1309	2016/01/01	0004181854
V	ZRP1	SYUS	PB1	2014/12/31	10048-US	2014/01/01	0003141797
V	ZRP1	SYUS	PB1	2015/12/31	853	2015/04/01	0003927799
V	ZRP1	SYUS	PB1	2016/12/31	1292	2016/01/01	0004181627
V	ZRP1	SYUS	PBD	2014/12/31	10048-US	2014/01/01	0003141796
V	ZRP1	SYUS	PBD	2015/12/31	831	2015/04/01	0003927630
V	ZRP1	SYUS	PBD	2015/12/31	853	2015/04/01	0003927798
V	ZRP1	SYUS	PBD	2016/12/31	1271	2016/01/01	0004181190
V	ZRP1	SYUS	PBD	2016/12/31	1292	2016/01/01	0004181628
V	ZRP1	SYUS	PC3	2014/12/31	10071-US	2014/01/01	0003141854
V	ZRP1	SYUS	PC3	2015/12/31	847	2015/04/01	0003927763
V	ZRP1	SYUS	PC3	2015/12/31	869	2015/04/01	0003927896
V	ZRP1	SYUS	PC3	2016/12/31	1286	2016/01/01	0004181511
V	ZRP1	SYUS	PC3	2016/12/31	1306	2016/01/01	0004181759
V	ZRP1	SYUS	PC5	2014/12/31	10071-US	2014/01/01	0003141853
V	ZRP1	SYUS	PC5	2015/12/31	847	2015/04/01	0003927764
V	ZRP1	SYUS	PC5	2015/12/31	869	2015/04/01	0003927895
V	ZRP1	SYUS	PC5	2016/12/31	1286	2016/01/01	0004181512
V	ZRP1	SYUS	PC5	2016/12/31	1306	2016/01/01	0004181760
V	ZRP1	SYUS	PCC	2014/12/31	10049-US	2014/01/01	0003141801
V	ZRP1	SYUS	PCC	2015/12/31	854	2015/04/01	0003927806
V	ZRP1	SYUS	PCC	2016/12/31	1293	2016/01/01	0004181690
V	ZRP1	SYUS	PCO	2014/12/31	10049-US	2014/01/01	0003141802
V	ZRP1	SYUS	PCO	2015/12/31	854	2015/04/01	0003927807
V	ZRP1	SYUS	PCO	2016/12/31	1293	2016/01/01	0004181691
V	ZRP1	SYUS	PCW	2014/12/31	10049-US	2014/01/01	0003141803
V	ZRP1	SYUS	PCW	2015/12/31	854	2015/04/01	0003927808
V	ZRP1	SYUS	PCW	2016/12/31	1293	2016/01/01	0004181692
V	ZRP1	SYUS	PEL	2014/12/31	10049-US	2014/01/01	0003141804
V	ZRP1	SYUS	PEL	2015/12/31	854	2015/04/01	0003927809
V	ZRP1	SYUS	PEL	2016/12/31	1293	2016/01/01	0004181693
V	ZRP1	SYUS	PEM	2014/12/31	10074-US	2014/01/01	0003141871
V	ZRP1	SYUS	PEM	2015/12/31	831	2015/04/01	0003927631
V	ZRP1	SYUS	PEM	2015/12/31	872	2015/04/01	0003927913
V	ZRP1	SYUS	PEM	2016/12/31	1271	2016/01/01	0004181197
V	ZRP1	SYUS	PEM	2016/12/31	1309	2016/01/01	0004181855
V	ZRP1	SYUS	PEW	2014/12/31	10052-US	2014/01/01	0003141819
V	ZRP1	SYUS	PEW	2015/12/31	831	2015/04/01	0003927632
V	ZRP1	SYUS	PEW	2015/12/31	855	2015/04/01	0003927822
V	ZRP1	SYUS	PEW	2016/12/31	1271	2016/01/01	0004181198
V	ZRP1	SYUS	PEW	2016/12/31	1294	2016/01/01	0004181709
V	ZRP1	SYUS	PFL	2014/12/31	10049-US	2014/01/01	0003141805
V	ZRP1	SYUS	PFL	2015/12/31	854	2015/04/01	0003927810
V	ZRP1	SYUS	PFL	2016/12/31	1293	2016/01/01	0004181694
V	ZRP1	SYUS	PFM	2015/12/31	1192	2015/04/01	0003944509
V	ZRP1	SYUS	PFM	2016/12/31	1519	2016/01/01	0004183943
V	ZRP1	SYUS	PFP	2014/12/31	10058-US	2014/01/01	0003141828
V	ZRP1	SYUS	PFP	2015/12/31	858	2015/04/01	0003927853
V	ZRP1	SYUS	PFP	2015/12/31	868	2015/04/01	0003927891
V	ZRP1	SYUS	PFP	2015/12/31	1017	2015/04/01	0003929667
V	ZRP1	SYUS	PFP	2016/12/31	1297	2016/01/01	0004181729
V	ZRP1	SYUS	PFP	2016/12/31	1305	2016/01/01	0004181755
V	ZRP1	SYUS	PFV	2014/12/31	10058-US	2014/01/01	0003141829
V	ZRP1	SYUS	PFV	2015/12/31	858	2015/04/01	0003927854
V	ZRP1	SYUS	PFV	2015/12/31	868	2015/04/01	0003927892
V	ZRP1	SYUS	PFV	2015/12/31	1017	2015/04/01	0003929668
V	ZRP1	SYUS	PFV	2016/12/31	1297	2016/01/01	0004181730
V	ZRP1	SYUS	PFV	2016/12/31	1305	2016/01/01	0004181756
V	ZRP1	SYUS	PGF	2014/12/31	10025-US	2014/01/01	0003141659
V	ZRP1	SYUS	PGF	2015/12/31	829	2015/04/01	0003927578
V	ZRP1	SYUS	PGF	2015/12/31	856	2015/04/01	0003927828
V	ZRP1	SYUS	PGF	2016/12/31	1269	2016/01/01	0004181135
V	ZRP1	SYUS	PGF	2016/12/31	1295	2016/01/01	0004181724
V	ZRP1	SYUS	PGT	2014/12/31	10049-US	2014/01/01	0003141799
V	ZRP1	SYUS	PGT	2015/12/31	854	2015/04/01	0003927804
V	ZRP1	SYUS	PGT	2016/12/31	1293	2016/01/01	0004181695
V	ZRP1	SYUS	PHY	2014/12/31	10049-US	2014/01/01	0003141806
V	ZRP1	SYUS	PHY	2015/12/31	854	2015/04/01	0003927811
V	ZRP1	SYUS	PHY	2016/12/31	1293	2016/01/01	0004181696
V	ZRP1	SYUS	PIL	2014/12/31	10117-US	2014/01/01	0003141962
V	ZRP1	SYUS	PIL	2015/12/31	904	2015/04/01	0003928247
V	ZRP1	SYUS	PIL	2015/12/31	1055	2015/04/01	0003929817
V	ZRP1	SYUS	PIL	2016/12/31	1341	2016/01/01	0004182067
V	ZRP1	SYUS	PIL	2016/12/31	1417	2016/01/01	0004183173
V	ZRP1	SYUS	POB	2014/12/31	10049-US	2014/01/01	0003141807
V	ZRP1	SYUS	POB	2015/12/31	854	2015/04/01	0003927812
V	ZRP1	SYUS	POB	2016/12/31	1293	2016/01/01	0004181697
V	ZRP1	SYUS	PPB	2014/12/31	10049-US	2014/01/01	0003141808
V	ZRP1	SYUS	PPB	2015/12/31	854	2015/04/01	0003927813
V	ZRP1	SYUS	PPB	2016/12/31	1293	2016/01/01	0004181698
V	ZRP1	SYUS	PPT	2014/12/31	10049-US	2014/01/01	0003141800
V	ZRP1	SYUS	PPT	2015/12/31	854	2015/04/01	0003927805
V	ZRP1	SYUS	PPT	2015/12/31	856	2015/04/01	0003927829
V	ZRP1	SYUS	PPT	2016/12/31	1293	2016/01/01	0004181699
V	ZRP1	SYUS	PPT	2016/12/31	1295	2016/01/01	0004181725
V	ZRP1	SYUS	PRK	2014/12/31	10116-US	2014/01/01	0003141961
V	ZRP1	SYUS	PRK	2015/12/31	937	2015/04/01	0003928513
V	ZRP1	SYUS	PRK	2015/12/31	1054	2015/04/01	0003929808
V	ZRP1	SYUS	PRK	2016/12/31	1374	2016/01/01	0004182194
V	ZRP1	SYUS	PRM	2014/12/31	10057-US	2014/01/01	0003141827
V	ZRP1	SYUS	PRM	2015/12/31	857	2015/04/01	0003927831
V	ZRP1	SYUS	PRM	2016/12/31	1296	2016/01/01	0004181728
V	ZRP1	SYUS	PSB	2014/12/31	10049-US	2014/01/01	0003141809
V	ZRP1	SYUS	PSB	2015/12/31	854	2015/04/01	0003927814
V	ZRP1	SYUS	PSB	2016/12/31	1293	2016/01/01	0004181700
V	ZRP1	SYUS	PSM	2014/12/31	10074-US	2014/01/01	0003141872
V	ZRP1	SYUS	PSM	2015/12/31	831	2015/04/01	0003927633
V	ZRP1	SYUS	PSM	2015/12/31	872	2015/04/01	0003927914
V	ZRP1	SYUS	PSM	2016/12/31	1271	2016/01/01	0004181199
V	ZRP1	SYUS	PSM	2016/12/31	1309	2016/01/01	0004181856
V	ZRP1	SYUS	PSR	2014/12/31	10074-US	2014/01/01	0003141863
V	ZRP1	SYUS	PSR	2015/12/31	831	2015/04/01	0003927634
V	ZRP1	SYUS	PSR	2015/12/31	872	2015/04/01	0003927905
V	ZRP1	SYUS	PSR	2016/12/31	1271	2016/01/01	0004181200
V	ZRP1	SYUS	PSR	2016/12/31	1309	2016/01/01	0004181857
V	ZRP1	SYUS	PT4	2014/12/31	10068-US	2014/01/01	0003141849
V	ZRP1	SYUS	PT4	2015/12/31	847	2015/04/01	0003927765
V	ZRP1	SYUS	PT4	2015/12/31	866	2015/04/01	0003927889
V	ZRP1	SYUS	PT4	2015/12/31	1007	2015/04/01	0003929611
V	ZRP1	SYUS	PT4	2016/12/31	1286	2016/01/01	0004181513
V	ZRP1	SYUS	PT4	2016/12/31	1303	2016/01/01	0004181752
V	ZRP1	SYUS	PT5	2014/12/31	10068-US	2014/01/01	0003141847
V	ZRP1	SYUS	PT5	2015/12/31	847	2015/04/01	0003927766
V	ZRP1	SYUS	PT5	2015/12/31	866	2015/04/01	0003927887
V	ZRP1	SYUS	PT5	2015/12/31	1007	2015/04/01	0003929612
V	ZRP1	SYUS	PT5	2016/12/31	1286	2016/01/01	0004181514
V	ZRP1	SYUS	PT5	2016/12/31	1303	2016/01/01	0004181753
V	ZRP1	SYUS	PTA	2014/12/31	10067-US	2014/01/01	0003141841
V	ZRP1	SYUS	PTA	2015/12/31	854	2015/04/01	0003977905
V	ZRP1	SYUS	PTA	2015/12/31	865	2015/04/01	0003927881
V	ZRP1	SYUS	PTA	2015/12/31	1044	2015/04/01	0003929732
V	ZRP1	SYUS	PTA	2016/12/31	1293	2016/01/01	0004181687
V	ZRP1	SYUS	PTA	2016/12/31	1302	2016/01/01	0004181745
V	ZRP1	SYUS	PTC	2014/12/31	10067-US	2014/01/01	0003141843
V	ZRP1	SYUS	PTC	2015/12/31	854	2015/04/01	0003977906
V	ZRP1	SYUS	PTC	2015/12/31	865	2015/04/01	0003927883
V	ZRP1	SYUS	PTC	2015/12/31	1044	2015/04/01	0003929733
V	ZRP1	SYUS	PTC	2016/12/31	1293	2016/01/01	0004181688
V	ZRP1	SYUS	PTC	2016/12/31	1302	2016/01/01	0004181746
V	ZRP1	SYUS	PTE	2014/12/31	10053-US	2014/01/01	0003141821
V	ZRP1	SYUS	PTE	2015/12/31	856	2015/04/01	0003927824
V	ZRP1	SYUS	PTE	2016/12/31	1295	2016/01/01	0004181726
V	ZRP1	SYUS	PTK	2014/12/31	10049-US	2014/01/01	0003141810
V	ZRP1	SYUS	PTK	2015/12/31	854	2015/04/01	0003927815
V	ZRP1	SYUS	PTK	2016/12/31	1293	2016/01/01	0004181701
V	ZRP1	SYUS	PTL	2015/12/31	858	2015/04/01	0003927855
V	ZRP1	SYUS	PTL	2015/12/31	868	2015/04/01	0003927893
V	ZRP1	SYUS	PTL	2015/12/31	1017	2015/04/01	0003929669
V	ZRP1	SYUS	PTL	2016/12/31	1297	2016/01/01	0004181731
V	ZRP1	SYUS	PTL	2016/12/31	1305	2016/01/01	0004181757
V	ZRP1	SYUS	PTM	2014/12/31	10049-US	2014/01/01	0003141811
